Attempt Regex,DeepSeek Output
(bb)*(ab)*(bb)*,"positive example: [bb, ab, bbab, bbabbb, bbbbabb], negative example: [a, b, ba, aba, baba]"
((0*)1(0*))|0*,"positive example: [""0"", ""1"", ""00"", ""01"", ""10"", ""000"", ""001"", ""010"", ""100"", ""0000"", ""0001"", ""0010"", ""0100"", ""1000""], negative example: [""2"", ""11"", ""101"", ""110"", ""111"", ""011"", ""0002"", ""0011"", ""0101"", ""1001""]"
bb*b,"positive example:[bbb, bbbbb, bbbbbbb], negative example:[bb, b, bbbbbb]"
(0(0*(0*1+0+))*|1(1*|1*0+1+)*)?,"positive example: [""0"", ""1"", ""00"", ""01"", ""10"", ""11"", ""000"", ""001"", ""010"", ""100"", ""110"", ""0000"", ""0001"", ""0010"", ""0100"", ""1000"", ""1100"", ""1110""],  
negative example: [""2"", ""a"", ""1012"", ""01a"", ""1b0"", ""00c"", ""d11"", ""e"", ""f01"", ""10g""]"
(a+(bb))*a*(bb*)(a+(bb))*,"positive example: [aabbaa, bba, aabba, aabbba, aabbbba], negative example: [ab, aab, baa, bbba, aabbb]"
b*a*(b?)*a*b*,"positive example: [""bbbaaa"", ""aab"", ""bbbaaab"", ""aaa"", ""bbbb"", ""a"", ""b""],  
negative example: [""aba"", ""baa"", ""abab"", ""bbaab"", ""aabba"", ""bab"", ""ab""]"
(ba*(bb)*)*,"positive example: [b, ba, babb, babbbb, baba, babababb], negative example: [bb, aba, bba, babab, baa, bbb]"
0*1(0*10*11)*,"positive example: [01, 01011, 0101011, 0001011, 000101011], negative example: [1, 10, 011, 0101, 00011]"
(a|b)*aab+(a|b)*b,"positive example: [aabaab, bbaabb, aabbb, aabab, aaabbb], negative example: [aba, bba, aabb, baba, aaab]"
0*0|1*0*,"positive example: [""0"", ""00"", ""000"", ""1"", ""10"", ""100"", ""1000""],  
negative example: [""01"", ""11"", ""101"", ""001"", ""010""]"
a(b)*,"positive example: [a, ab, abb, abbb], negative example: [b, ba, baa, aab]"
(a|b)*b*b(a|b)*|(a|b)*bb*(a|b)*,"positive example: [abbb, bba, aab, bbb, abab], negative example: [aa, b, aaa, bbbb, aba]"
(a*b*)*(baa)+(a*b*)b*,"positive example: [baa, aabbaa, aabbaab, baaaab, baaab], negative example: [aba, bba, aab, baba, aaabbb]"
1*0*,"positive example: [""0"", ""1"", ""10"", ""1100"", ""111000""], negative example: [""01"", ""101"", ""1101"", ""0011"", ""010""]"
(a*b(b+)*a*)*,"positive example: [""abba"", ""abbba"", ""aaabbaaa"", ""bb"", ""ababab""],  
negative example: [""a"", ""b"", ""aba"", ""baab"", ""ababaa""]"
(a)*(b(bb)*)+,"positive example: [ab, abbb, aab, aabbb, b, bbb, bbbbb], negative example: [aa, aaa, aba, abb, bba, baba, abab]"
(a*(b)((a)*bb)*(a)*(a*(b))*),"positive example: [ab, aab, abb, aabb, aaabb, abbb, aabbb, aaabbb], negative example: [b, ba, baa, bba, baba, baaa, bbaa, baba]"
a|b*b(aa*),"positive example: [a, bba, bbaaa, bbbbaa, baa], negative example: [bb, ab, b, bbb, bbaab]"
a(ab)*,"positive example: [a, aab, aabab, aababab], negative example: [aa, aba, abab, b, ab]"
(a*b*)*baa(a*b*)b*,"positive example: [baaab, baaabbb, baa, baaabbb, baaab], negative example: [aab, bba, abba, baba, aabba]"
"[a-b](b)?a{2,}","positive example: [aba, baa, bbaa, aaaa, abaa], negative example: [a, b, ab, aa, bab]"
(0|1)(0|1)+(0|1),"positive example: [000, 101, 110, 111, 010], negative example: [0, 1, 00, 11, 0111]"
(a|b)*b*aa+,"positive example: [aa, baa, abaa, bbaa, aabaa], negative example: [a, b, ab, aab, bab]"
(a)*(b)*(a)*(a),"positive example: [baa, aabaa, aaaa, bbaa, abaa], negative example: [abab, baba, aabb, bbba, abba]"
(a*baaa)*,"positive example: [baaa, abaabaaa, aabaaa], negative example: [b, aabaa, abaaaab]"
1+(11*)+0,"positive example:[110, 1110, 11110], negative example:[10, 100, 11100]"
a*(b|bbb)*,"positive example: [a, aa, ab, aab, abbb, aaaabbb, b, bbb, abbbbb], negative example: [abbab, abab, aba, baba, bbabb, aabba, bba]"
(a+b)*b*bb*(a+b)*,"positive example: [abb, aabbb, bbaa, bbab, abbba], negative example: [a, b, aa, ab, ba]"
b*|a*,"positive example: ["""", ""b"", ""bb"", ""a"", ""aa""],  
negative example: [""ab"", ""ba"", ""aba"", ""bab"", ""aab""]"
b*a+,"positive example: [ba, bba, a, aa, bbbaa], negative example: [ab, b, bbb, baba, abba]"
(a|b)(ba|bb)*,"positive example: [a, b, aba, abb, bba, bbb, abba, abbb, bbba, bbbb], negative example: [aa, ab, ba, bb, aab, bab, baa, babb, abab, baba]"
0*10*01*,"positive example: [010, 0010, 1001, 0001001], negative example: [0, 1, 001, 100, 0001]"
a*(aaaa*)*,"positive example: [ ""a"", ""aa"", ""aaaa"", ""aaaaa"", ""aaaaaaaa"", ""aaaaaa"", ""aaa"", ""aaaaaaa"" ],  
negative example: [ """", ""b"", ""ab"", ""aab"", ""aaab"", ""aaaab"", ""ba"", ""aaba"" ]"
(a*ab*ab*)*,"positive example: [ ""aabab"", ""abab"", ""aaaababab"", ""ab"", ""aabababab"" ], negative example: [ ""b"", ""aa"", ""aba"", ""ba"", ""aabba"" ]"
a*b(bb)*a*(b(bb)*)*a*,"positive example: [""abba"", ""aabbbba"", ""bbba"", ""abbbbba"", ""aaabbba""],  
negative example: [""aba"", ""aabbaa"", ""bbab"", ""abab"", ""aaababba""]"
((?:)(a+)+)|((b+))+((a*)+),"positive example: [""aaa"", ""bbbaa"", ""baaa"", ""bbba"", ""aaaa""], negative example: [""b"", ""ab"", ""ba"", ""aab"", ""bba""]"
(a|(ba*b)*b(a|(ba*b))*),"positive example: [""a"", ""b"", ""bab"", ""baab"", ""bbaab"", ""babab"", ""baabab"", ""bbaabab""], negative example: [""aa"", ""bb"", ""aba"", ""baa"", ""abab"", ""baba"", ""baaba"", ""bbaa""]"
(b)*,"positive example: ["""", ""b"", ""bb"", ""bbb""], negative example: [""a"", ""ba"", ""ab"", ""baba""]"
b*a*b*a*b*,"positive example: [""aabbaa"", ""bbbaaabbb"", ""aaabbbaaa""], negative example: [""abab"", ""baab"", ""aababba""]"
a*,"positive example: ["""", ""a"", ""aa"", ""aaa""], negative example: [""b"", ""ab"", ""ba"", ""aab""]"
(a+b)*|(bb)*,"positive example: [a, b, aa, ab, ba, bb, aaa, aab, aba, abb, baa, bab, bba, bbb, bbbb],  
negative example: [abab, baba, aabb, bbaa, aaab, bbba, abbb, aaaaab, bbbba]"
"[a-b]b?a{2,}","positive example: [aba, bbaa, aaa, baaaa], negative example: [ab, ba, bb, aab]"
0*|1*|(1+0+1+0*)*|(0+1+0+1*)*,"positive example: [""0"", ""1"", ""00"", ""11"", ""1010"", ""0101"", ""101010"", ""010101"", ""000"", ""111"", ""1010101"", ""0101010""],  
negative example: [""01"", ""10"", ""0011"", ""1100"", ""101"", ""010"", ""1001"", ""0110"", ""10101"", ""01010""]"
(((a|b)a*ba)*|((a|b)a*ba(a|b)a*b)*)?,"positive example: [""aaba"", ""baaba"", ""aababa"", ""baababa"", ""aababaaab"", ""baababaaab"", ""aababaaabaab"", """"],  
negative example: [""a"", ""b"", ""aa"", ""bb"", ""aba"", ""bab"", ""aabab"", ""baabaab""]"
(a*((bb*)+(bbb)*)a*)*,"positive example: [aa, abba, abbba, aabbaa, aabbbbaa, abbbba, aabbbaa],  
negative example: [b, ab, aba, abb, abab, aab, baa, ababba]"
(ab|ba)*(aaa)*,"positive example: [ab, ba, abab, baba, aaa, abaaa, baaaa, ababaaa, baaaaaa], negative example: [a, b, aba, bab, aab, baa, aaaaa, ababab, bababa]"
a|b*aaa,"positive example: [aaa, baaa, bbaaa, a, bbbaaa], negative example: [aa, b, bb, bbb, abaa]"
((a+)|(b*))*a,"positive example: [aa, bba, a, baba, aaa], negative example: [b, ab, bb, bbb, abab]"
(a*|b+),"positive example: [""a"", ""aa"", ""aaa"", ""b"", ""bb"", ""bbb"", ""ab"", ""aab"", ""abb""], negative example: [""c"", ""ac"", ""bc"", ""abc"", ""aabb"", ""ba"", ""baba""]"
(ab+ba+aa+bb)*,"positive example: [ab, ba, aa, bb, abba, baaa, aabb, abab, baba, ababba], negative example: [a, b, aba, bab, aab, bba, ababab, bbb, aaa, abababab]"
((a*)(b*)baa(a*)(b*))*b,"positive example: [baab, aabbaaab, bbaaab, aabbaa, aabbaab], negative example: [a, b, ab, ba, aab]"
(a*b*)*(abb)(a*b*)*b,"positive example: [ababb, aababb, abbabb, aabbbabb, aabbaabb], negative example: [aba, aabba, abba, aabab, aabbba]"
a?,"positive example: ["""", ""a""], negative example: [""aa"", ""b"", ""ab""]"
((0+1+0)|(1+0+1))*|(0+)|(1+),"positive example: [""0"", ""1"", ""010"", ""101"", ""00"", ""11"", ""010101"", ""101010"", ""000"", ""111""],  
negative example: [""01"", ""10"", ""001"", ""110"", ""0101"", ""1010"", ""0011"", ""1100"", ""012"", ""210""]"
(b*ab*)(ab*ab*)*,"positive example: [ab, ba, bba, abab, baba, bbab, abba, ababab, babbab], negative example: [a, b, bb, aab, baa, abbaa, bbb, aabb, bbbab]"
(ab)*|(ba)*,"positive example: [ab, ba, abab, baba, ababab, bababa], negative example: [a, b, aa, bb, aba, bab, abba, baab]"
(a*b(a*)(bb*))|(a*(bb)*a*b),"positive example: [""ab"", ""aab"", ""aabb"", ""abbb"", ""aabbb"", ""aabbaab"", ""aabbbaab""],  
negative example: [""b"", ""aa"", ""ba"", ""aba"", ""aaba"", ""bb"", ""aabab""]"
0*(11)*0*1*0*|0*,"positive example: [""0"", ""11"", ""00110"", ""000111000"", ""0110"", ""000""], negative example: [""1"", ""101"", ""1101"", ""01101"", ""01010"", ""1111""]"
(a|b)a*b?a,"positive example: [aaa, aba, baa, bba, aaba, abba, bbba], negative example: [aa, bb, ab, ba, aab, abb, bbb]"
1*10*1*10,"positive example: [11010, 111010, 1010, 111110], negative example: [101, 1100, 1111, 1001]"
(a)*(b)*(baa)*(a)*(b),"positive example: [ab, aab, bbaaab, baaab, aabbaaab], negative example: [ba, aba, bbaa, aaba, baaaba]"
(ab)*|(ba)*|(a(bb)*a)*,"positive example: [ab, ba, abab, baba, aabba, abbaa, aabbaa],  
negative example: [a, b, abb, bba, aba, bab, aa, bb, abbaab, babaab]"
(a+)|(a*b*),"positive example: [a, aa, aaa, ab, aab, aabb, b, bb], negative example: [ba, aba, baa, abc, aabba]"
(b*ab*ab*)*ab*|(a*ba*ba*)*ba*,"positive example: [ababab, bbabba, aabaa, baaab, aabbaa], negative example: [aba, bbaa, aab, bbb, aaabbb]"
[ab]*(baa)+b[ab]*,"positive example: [baab, baaab, abaaab, baaabab, abaaabab], negative example: [a, b, ab, ba, aba, bab, abab, baba, aaab, baaa, bbaa, bbaab]"
a*,"positive example: ["""", ""a"", ""aa"", ""aaa""], negative example: [""b"", ""ab"", ""ba"", ""aab""]"
(a+)|(a*b+a*),"positive example: [""a"", ""aa"", ""aaa"", ""b"", ""aba"", ""aabaa"", ""aabbaa""], negative example: ["""", ""abab"", ""ba"", ""bb"", ""aabab"", ""aabbba""]"
(a*|b+)a*|bb*,"positive example: [""a"", ""aa"", ""b"", ""bb"", ""ba"", ""bba"", ""aaa"", ""ab""], negative example: ["""", ""c"", ""ac"", ""bc"", ""abc"", ""aab"", ""bab""]"
a((a|b)+)a(a+b)*,"positive example: [aaa, aaba, aabaa, abbaa, aababa], negative example: [a, aa, aba, abab, aabab]"
(a|b)*abb+(a|b)*b,"positive example: [aabbab, babba, abbb, ababbb, babbab], negative example: [aba, abba, baba, aab, bbb]"
(a*ba*ba*b)+|a*ba*,"positive example: [ababab, aabbaabbaabb, abbaaab, aababab, aabaaab], negative example: [aaa, bbb, abab, aabba, aabbaa]"
1*(100*11*)*|0*(011*00*)*|(01)*(0|1),"positive example: [""1"", ""10011"", ""0001100"", ""011"", ""0101"", ""1110011"", ""00001100"", ""01"", ""0"", ""1""],  
negative example: [""1010"", ""11001"", ""00110"", ""100"", ""0110"", ""000111"", ""101"", ""0100"", ""1110"", ""001""]"
a*|b*,"positive example: [""a"", ""aa"", ""aaa"", ""b"", ""bb"", ""bbb"", """"], negative example: [""ab"", ""ba"", ""aab"", ""bba"", ""abc"", ""bca""]"
(ab|ba)+(aa|bb|ba|ab)*,"positive example: [ab, ba, abba, baab, abaa, babb, ababab, bababa], negative example: [a, b, aa, bb, aba, bab, aabb, bbaa]"
a|b,"positive example: [a, b], negative example: [c, d, aa, ab, ba, bb]"
0*1*(0000)*,"positive example: [""01"", ""0001"", ""00000001"", ""111"", ""00001111"", ""000000001111""],  
negative example: [""10"", ""0010"", ""000010"", ""0001000"", ""1010"", ""0000111000""]"
((a*b*aa)a*)*,"positive example: [ ""aa"", ""aaa"", ""baa"", ""aabaa"", ""aabaaa"", ""abaa"", ""abaabaa"" ],  
negative example: [ ""a"", ""b"", ""ab"", ""ba"", ""aba"", ""aab"", ""bba"" ]"
(a|b)?(a|ba(a|b))*(b|ba),"positive example: [a, b, ab, ba, aba, bab, baa, bba, aaba, abab, baba, bbaa], negative example: [aa, bb, aab, bbb, abba, baaa, abbb, baab]"
0*1*,"positive example: [""01"", ""001"", ""1"", ""000111"", ""0001""], negative example: [""10"", ""110"", ""101"", ""0110"", ""1001""]"
(aa|ba)*,"positive example: [aa, ba, aaaa, baba, aabaa], negative example: [a, b, ab, bb, aab]"
(0*1+)(0|1)*(1+0*),"positive example: [""0110"", ""001110"", ""11100"", ""01010"", ""10001""], negative example: [""0"", ""1"", ""000"", ""111"", ""10101""]"
a*|baa*|abaa*,"positive example: [a, aa, baa, abaa, baaa, abaaa], negative example: [b, ab, aba, baba, aab, baab]"
(a)*(b)*(baa)*(b)*(a)*(b),"positive example: [ab, aab, bbaaab, baaab, aabaaab], negative example: [ba, aaba, baaa, bbaa, aabba]"
(a+b*)*,"positive example: [a, b, aa, ab, ba, bb, aab, aba, bbb, aaaa, abab, baba, bbbb],  
negative example: [c, ac, bc, abc, aac, bbc, abac, baca, cabb, aabbc]"
(a)*(b)*,"positive example: [ ""a"", ""b"", ""aa"", ""bb"", ""aab"", ""abb"", ""aabb"", """" ],  
negative example: [ ""abab"", ""ba"", ""aba"", ""bab"", ""aabba"", ""baba"" ]"
(a|b)(b*a(a)*),"positive example: [abba, abaa, bbaa, baaa], negative example: [a, b, ab, ba, aba, bba, aab, bbb]"
(|bb)*b,"positive example: [b, bbb, bbbbb, bb, bbbbbbb], negative example: [a, ab, bba, bbbb, bbbbba]"
1|(111)*,"positive example: [1, 111, 111111, 111111111], negative example: [11, 1111, 11111, 1111111]"
(a*b+)*,"positive example: [ab, aab, aabb, b, aaabbb, ababab], negative example: [a, ba, aba, bba, aaab, bbbba]"
(a*b+)+,"positive example: [ab, aab, aaab, abb, aabbb], negative example: [b, a, aa, bbb, aaa]"
(a)*b*(ba+ab)*b*(a)*,"positive example: [ab, bba, abab, aabbaa, bbaab, aabba], negative example: [aa, bb, aba, bab, aaba, babb]"
(ba+ab)*(ab)*(ba)*(ab)*,"positive example: [baab, abab, ba, ab, baabab, abba, baba, ababba], negative example: [a, b, bb, aa, bba, aab, baaa, abbaa]"
a*b*(ab+ba+b*)*b*a*,"positive example: [""aabba"", ""abab"", ""bbbaa"", ""aaabbb"", ""baba""],  
negative example: [""abaab"", ""bbaba"", ""aabab"", ""baab"", ""abbaa""]"
"(a)*b+a{3,}","positive example: [baaa, abaaa, aabaaa, baaaaa], negative example: [a, ab, aab, aaab, baa, baaa, baaaa]"
0?|0|1|(010)*(101)*,"positive example: [0, 1, 010, 101, 010101, 101010, 0010101, 0101010, 000, 111],  
negative example: [00, 11, 0110, 1001, 0101, 1010, 0011, 1100, 0001, 1110]"
0?1?,"positive example: ["""", ""0"", ""1"", ""01""], negative example: [""00"", ""11"", ""10"", ""001""]"
(a+b)*,"positive example: [a, b, aa, ab, ba, bb, aab, aba, baa, bbb],  
negative example: [c, ac, bc, abc, aac, bbc, a1b, a+b, a*b, ab#]"
((a*)+b+(a*)+(b*b*)+(a*)),"positive example: [ab, aab, aba, aabaa, aabbbaa], negative example: [b, aa, baa, abab, aabba]"
(0+1+0)|(1+1+0),"positive example:[010, 110], negative example:[000, 100, 111, 011, 001]"
(0*1+0*1)*,"positive example: [""0101"", ""1101"", ""00110011"", ""101"", ""0001100011""], negative example: [""0"", ""1"", ""00"", ""11"", ""1010""]"
(a+b)*(bb)*,"positive example: [a, b, aa, ab, ba, bb, aab, abb, bba, bbb, aabb, abbb, bbba, bbbb],  
negative example: [aba, bab, baba, abab, aaba, babbab, aaabab, abbbaab]"
b(b*)aa(a*),"positive example: [baa, bbaaa, bbbaaaa, baaa, bbaa], negative example: [ba, bba, bbba, baaaaa, bbaaaa]"
ab+,"positive example:[ab, abb, abbb], negative example:[a, b, ba]"
ab*,"positive example: [a, ab, abb, abbb], negative example: [b, ba, bab, bba]"
a*b(bb)*(a*b(bb)*)*,"positive example: [ab, abb, aab, aabbb, aabbbabbb], negative example: [b, aa, ba, bba, abab]"
a*|b(a*)(bb)*,"positive example: [""a"", ""aa"", ""b"", ""ba"", ""bba"", ""bbbba"", ""aab"", ""aaab"", ""baa"", ""bbbaa""],  
negative example: [""ab"", ""aba"", ""abba"", ""bab"", ""baba"", ""bbab"", ""aabb"", ""aaaba"", ""bbabba"", ""abbb""]"
0*1(0|1*)*,"positive example: [01, 001, 011, 0001, 0101, 00111, 000011], negative example: [1, 10, 110, 1110, 1000, 1010, 1111]"
0*1(0*1)*10*,"positive example: [""01"", ""0110"", ""00110"", ""010"", ""01110""], negative example: [""0"", ""1"", ""10"", ""00"", ""111""]"
a*b(a|ba*b)*,"positive example: [b, ab, aab, ba, baaab, abab, aabbaab], negative example: [a, aa, aaa, aba, aaba, bba, abba]"
(a)(b|aa*a)*,"positive example: [ab, aaa, abaa, aabaa, aaaaa], negative example: [b, a, aba, baa, aabba]"
(1(11)*|0*)1(11)*(1(11)*|0*),"positive example: [ ""011011"", ""111111"", ""0111"", ""11101"", ""00111"" ], negative example: [ ""01010"", ""1100"", ""10101"", ""0000"", ""11100"" ]"
a*(b|(b((a*b{2})+a*))*)a*,"positive example: [""aab"", ""aabbbaa"", ""bbaa"", ""aabbba"", ""aabbaa""], negative example: [""aba"", ""abab"", ""baaab"", ""abba"", ""aabab""]"
(((a|b)a*ba(a|b)|(a|b))(ba(a|b)|a)*ba|((a|b)a*ba))*(((a|b)a*ba(a|b)|(a|b))(ba(a|b)|a)*b|((a|b)a*b?)),"positive example: [""aaba"", ""baab"", ""abab"", ""aabab"", ""baaba"", ""ababa"", ""aababa"", ""baabab"", ""ababab"", ""aababab""],  
negative example: [""a"", ""b"", ""aa"", ""bb"", ""aba"", ""bab"", ""aab"", ""bba"", ""abba"", ""baa""]"
a*b+(bb*|a*),"positive example: [""ab"", ""aab"", ""abb"", ""aabb"", ""bb"", ""bbb"", ""aabbb""], negative example: [""ba"", ""aba"", ""aaba"", ""baba"", ""b"", ""a"", ""aa""]"
b(a*bb*),"positive example: [bab, bbb, baab, babb, baaab], negative example: [bb, b, a, ab, bba]"
(a*)(a*|(bb(b))*)*,"positive example: [""a"", ""aa"", ""aaa"", ""bb"", ""bbb"", ""aabbb"", ""aaabbb"", ""aabbbbb"", ""aaaaa"", ""bbbbbb""],  
negative example: [""b"", ""ab"", ""ba"", ""aba"", ""bab"", ""aab"", ""bba"", ""abab"", ""baba"", ""aabb""]"
((a|b)a*b)*,"positive example: [ab, aab, baaab, aabaaab, babaab], negative example: [a, b, aa, bb, aba]"
a*b(aa+)*,"positive example: [ba, baa, baaa, aabaa, aabaaa, aaabaaaa], negative example: [ab, aba, aaba, aabba, aabab, baba]"
(0*|1*|(10)*),"positive example: ["""", ""0"", ""1"", ""00"", ""11"", ""10"", ""000"", ""111"", ""1010"", ""0000"", ""1111"", ""101010""],  
negative example: [""01"", ""011"", ""100"", ""110"", ""0011"", ""1001"", ""1011"", ""1100""]"
(a|ba*a)+,"positive example: [a, aa, baa, baaa, aba, abaa, baaaaa, abaaaa], negative example: [b, ab, bb, bab, aab, baba, abab, baaab]"
(0*)|(1*)|(((0|1)*10(0|1)*01(0|1)*)|((0|1)*01(0|1)*10(0|1)*))*,"positive example: ["""", ""0"", ""1"", ""001100"", ""110010"", ""010110"", ""101001"", ""000111000"", ""111000111""],  
negative example: [""01"", ""10"", ""0011"", ""1100"", ""0101"", ""1010"", ""000111"", ""111000""]"
(a|(bb)*b),"positive example: [a, b, bb, bbb, bbbb, bbbbb], negative example: [ab, ba, baba, bbbba, aaa, bbaa]"
b*((ab)*(ab)*)*,"positive example: [b, ab, bbab, abab, bbbabab, ababab], negative example: [a, ba, aba, baba, abb, babb]"
(01)*,"positive example: ["""", ""01"", ""0101"", ""010101""], negative example: [""0"", ""1"", ""001"", ""0110"", ""010""]"
0*1*[11]*,"positive example: [01, 0011, 111, 000111, 11], negative example: [10, 101, 011, 110, 00110]"
(a)*(b|aa)*(a)*,"positive example: [a, aa, b, aaa, aba, aab, aaaa, aaba, aabaa], negative example: [abab, aabba, abba, baba, aaabbb, aabab, baab]"
a*(b|bbb)*a*,"positive example: [""a"", ""b"", ""aa"", ""ab"", ""aba"", ""bbb"", ""aabbb"", ""aaabbba"", ""ba"", ""bbba""],  
negative example: [""abab"", ""bbbaaab"", ""abbbaab"", ""bab"", ""aabab"", ""bbab"", ""aabbbba"", ""ababab"", ""bbabba"", ""aababba""]"
(ab+ba)*(aa+bb+ab+ba)*,"positive example: [ab, ba, aa, bb, abba, baab, abaa, babb, abab, baba],  
negative example: [a, b, aba, bab, abbb, baaa, abbba, baaab, ababab, bababa]"
((01*0)|(10*1))*,"positive example: [""010"", ""101"", ""01010"", ""10101"", ""0101010""],  
negative example: [""0"", ""1"", ""00"", ""11"", ""0110""]"
(a*ba*ba*b)+|ba*,"positive example: [ababab, bab, aabaaabaaab, ba, baaaabaaab], negative example: [aa, bbb, aab, aba, abba]"
a(a|b)+a(a+b)*,"positive example: [aaa, abba, aabaa, ababa, aabbaa], negative example: [aa, ab, aaba, abab, aabba]"
"((a)*(b)+a{2,})*","positive example: [aaa, aabaa, bbaa, aabbaa, aaaabaa], negative example: [a, b, ab, ba, aaba]"
(ab*)|(ba*)|(aa*)|(bb*)(aaa),"positive example: [""ab"", ""ba"", ""aa"", ""bbaaa"", ""abbaaa"", ""baaaa"", ""aabaaa"", ""bbbaaa""],  
negative example: [""a"", ""b"", ""aba"", ""bab"", ""abab"", ""baba"", ""aaaa"", ""bbbb"", ""abbb"", ""baaa""]"
((0*1)|(10*))*,"positive example: [ε, 0, 1, 01, 10, 001, 100, 010, 101, 0010, 1001, 0101],  
negative example: [2, 11, 000, 111, 011, 110, 0011, 1100, 0110, 1111]"
(a|b)*bb+(a|b)*|(a|b)*b+b(a|b)*,"positive example: [bb, abba, bbba, abbb, bbab], negative example: [a, b, aba, abab, baba]"
0*(01*01*)*,"positive example: [0, 01, 0101, 00101, 010101, 00010101],  
negative example: [1, 10, 0110, 010, 00110, 01010]"
b*a*|a*,"positive example: [""b"", ""a"", ""bb"", ""aa"", ""bba"", ""aab"", """", ""baba"", ""bbaa""],  
negative example: [""c"", ""abab"", ""baab"", ""abc"", ""bca"", ""acb"", ""babab"", ""aabbc""]"
a*|b+,"positive example: [""a"", ""aa"", ""aaa"", ""b"", ""bb"", ""bbb""], negative example: [""ab"", ""ba"", ""aab"", ""bba"", ""abc"", ""bca""]"
(a)*(b)*(b)(a)*(bb)*(a)*,"positive example: [abba, bba, aabbaa, bbbaa, aaabbbaa], negative example: [aba, baba, aabab, bbbaab, aaababba]"
a?(a|bb)*b*,"positive example: [""a"", ""b"", ""ab"", ""bb"", ""aab"", ""abb"", ""bbb"", ""aabb"", ""abbb"", ""bbbb""],  
negative example: [""aa"", ""ba"", ""aba"", ""bba"", ""bab"", ""aaba"", ""baba"", ""abba"", ""baab"", ""bbab""]"
(0*11+0*)*,"positive example: [""11"", ""0110"", ""110"", ""001100"", ""00011000""], negative example: [""0"", ""1"", ""01"", ""10"", ""101""]"
(a)*(bb)*(a)*(b)*,"positive example: [""a"", ""bb"", ""aabba"", ""bbbb"", ""aab"", ""aabbb"", ""aaaabbbb""], negative example: [""abab"", ""baba"", ""aba"", ""bab"", ""aabab"", ""bbaba"", ""aabbab""]"
(0*1(11)*0*)|(11)*,"positive example: [ ""1"", ""11"", ""011"", ""1111"", ""00110"", ""000111000"", ""110"" ],  
negative example: [ ""0"", ""00"", ""010"", ""101"", ""1101"", ""0000"", ""11101"" ]"
(a)*(b)*(a)*(b)(a)*(bb)*(a)*,"positive example: [aba, aabba, ababba, aababba, abba], negative example: [ab, ba, aaa, bbb, abab]"
0*(1+0*1+)*,"positive example: [""0"", ""1"", ""01"", ""001"", ""0101"", ""00011"", ""00101"", ""000101""],  
negative example: ["""", ""2"", ""10"", ""011"", ""101"", ""110"", ""00110"", ""01011""]"
(a|b)a+b*a*,"positive example: [aaa, aba, baa, aabba, bbaaa], negative example: [ab, ba, aab, bba, aaaaab]"
(aa|bb)|(ab|ba)aaaa*,"positive example:[aa, bb, abaaaa, baaaaa, aaaaaa], negative example:[a, b, aba, baa, aaaa, bbb, abab, baba]"
((a|b)a*b)*(a|b)a*ba,"positive example: [aba, aaba, baba, aabba, ababa], negative example: [aa, bb, abab, baa, aab]"
(0|1)+(0|1)+(0|1),"positive example: [000, 101, 110, 111], negative example: [0, 1, 00, 11, 0101, 1010]"
a*(b|bb|bbb)*a*,"positive example: [""a"", ""b"", ""aa"", ""ab"", ""ba"", ""bb"", ""aaa"", ""abb"", ""bba"", ""bbb"", ""aab"", ""aba"", ""baa"", ""abba"", ""bbaa"", ""aabba"", ""aaabbbaaa""],  
negative example: [""c"", ""ac"", ""ca"", ""abc"", ""bac"", ""cba"", ""aabcc"", ""abab"", ""baba"", ""ababab"", ""bbabbaa"", ""aabbbaac""]"
0*|0((11*0)*|0*)|1((00*1)*|1*),"positive example: [0, 00, 000, 1, 11, 111, 010, 0110, 101, 1001, 110, 1110],  
negative example: [01, 10, 0011, 1100, 1010, 0101, 100, 011, 0001, 11100]"
b|aa*bb,"positive example: [b, abb, aabbb, aaabbb], negative example: [a, bb, aab, bba, abab]"
(001|10101|110),"positive example:[001,10101,110],negative example:[0001,101,1110,1001]"
a*|b(aa+)*,"positive example: [a, aa, aaa, b, baa, baaaa, baaaaa], negative example: [ab, ba, aab, baaaab, bba, aba]"
a|b+a|b+aaa,"positive example: [a, b, aa, ba, baa, baaa, aaaa], negative example: [ab, bb, aab, bba, baba, abaa, bbaaa]"
a*b*(ba+)*b,"positive example: [ab, aab, aabba, b, bba, abab, aaaabbbb, ababab], negative example: [aba, baba, aabab, baab, abbaa, aababab, baaab, aabbaa]"
(ab+ba)*(a+b+b?)+a+b?,"positive example: [abba, aba, baa, ab, ba, a, b, bba], negative example: [bb, aa, abab, baba, ababba, aab, bbba]"
(1?|11?)|111?,"positive example:[""1"", ""11"", ""111"", ""1111""], negative example:["""", ""0"", ""01"", ""101"", ""1101""]"
(a|b*(aa)),"positive example: [a, aa, baa, bbaa, bbbaa], negative example: [ab, ba, aba, bba, baba]"
(a+b)*|bab|(a+b)*,"positive example: [a, b, ab, ba, bab, aab, bba, abab, baba, aaabbb], negative example: [c, ac, bc, abc, cab, bca, abac, bacb, abca, babbc]"
0+0+1,"positive example: [""001"", ""0001"", ""00001""], negative example: [""01"", ""1"", ""000""]"
0*1(11)*|0*,"positive example: [""0"", ""01"", ""011"", ""0111"", ""01111"", ""1"", ""11"", ""111"", ""1111""], negative example: [""10"", ""001"", ""010"", ""0110"", ""1110"", ""0001"", ""01101""]"
